"name"	"number"
"  1224、对我国记者的角色定位表述错误的是     。出题：新闻记者证核发办公室  A、党和人民的耳目喉舌  B、无冕之王  C、反映人民群众创造的业绩与呼声  D、舆论监督捍卫公共利益  "	"B无冕之王"
"  1225、报刊单位与互联网媒体、互联网媒体之间相互转载已经发表的作品可以不经著作权人许可。出题：新闻记者证核发办公室  A、正确  B、错误  "	"B错误"
"  1226、未经有关主管部门批准携带、传递国家秘密载体出境属于泄露国家秘密的行为     。出题：新闻记者证核发办公室  A、正确  B、错误  "	"A正确"
"  1227、访问中遇到采访对象答非所问记者要进行话题引导。下列记者的引导效果不佳的是     。出题：新闻记者证核发办公室  A、你说的和我问的没有一点关系你能不能回答....  B、你说的这些我也遇到过确实令人生气......  C、你说的这些确实令人印象深刻但是……  D、我理解你的感受不过....  "	"A“你说的和我问的没有一点关系，你能不能回答....”"
"  1228、中华人民共和国境内新闻机构使用统一样式的新闻记者证。出题：新闻记者证核发办公室  A、正确  B、错误  "	"A正确"
"  1229、出版单位不得向任何单位或者个人出租本单位的名称、刊号。出题：新闻记者证核发办公室  A、正确  B、错误  "	"A正确"
"  1230、关于记者的受众意识表述不正确的是      。  A、满足受众信息需求  B、迎合受众  C、对受众负责  D、关注、了解、研究受众  "	"B迎合受众"
"  1231、新闻记者只要注册个人账号无论其职务身份是否可被公众识别都可以通过微博、博客等发布其在工作中获取的新闻信息。出题：新闻记者证核发办公室  A、正确  B、错误  "	"B错误"
"  1232、关于网络新闻管理的第一个法规是国务院新闻办公室和信息产业部于2000年11月6日颁布的     。出题：新闻记者证核发办公室  A、《互联网站从事登载新闻业务管理暂行规定》  B、《互联网新闻信息服务管理规定》  C、《互联网直播服务管理规定》  D、《互联网信息传播管理规定》  "	"A《互联网站从事登载新闻业务管理暂行规定》"
"  1233、以下哪一项能解释网络新闻时间观的发展历史    。出题：新闻记者证核发办公室  A、定时一实时一及时一全时  B、及时一实时一定时一全时  C、及时一实时一全时一定时  D、定时一及时一实时一全时  "	"D定时一及时一实时一全时"
"  1234、报纸的新闻编辑最早主要是从事    编辑加工的。出题：新闻记者证核发办公室  A、版面  B、图片  C、背景资料  D、文字稿件  "	"D文字稿件"
"  1235、在电视画面拍摄当中能够使观众无法看到画面中人物的面部表情具有某种不确定性和一定悬念的拍摄角度是    。出题：新闻记者证核发办公室  A、侧面方向  B、背面方向  C、仰角度  D、俯角度  "	"B背面方向"
"  1236、新闻机构撤销其原已申领的新闻记者证同时注销。出题：新闻记者证核发办公室  A、正确  B、错误  "	"A正确"
"  1237、在选择采访对象时不需要考虑的因素是     。出题：新闻记者证核发办公室  A、与事件的相关度  B、身份的权威性  C、五官端正形象好  D、要规避利益冲突  "	"C五官端正形象好"
"  1238、大众媒介产品通常是以    结构出现的。出题：新闻记者证核发办公室  A、树状  B、网状  C、球状  D、环状  "	"A树状"
"  1239、在影视作品的创作中将多个镜头根据一定的规律和逻辑关系组接在一起通过形象之间相辅相成的关系产生连贯、对比、呼应、联想等效果形成一个含义相对完整的表意整体。这指的是     。出题：新闻记者证核发办公室  A、同轴效应  B、蒙太奇手法  C、轴线规律  D、前侧角度拍摄规律  "	"B蒙太奇手法"
"  1240、记者采访要有一定的礼仪规范以下礼仪不合适的是    。出题：新闻记者证核发办公室  A、浓妆艳抹  B、着装得体  C、仪表整洁  D、文明懂礼  "	"A浓妆艳抹"
"  1241、2018年3月根据《深化党和国家机构改革方案》由中央电视台中国国际电视台、中央人民广播电台、中国国际广播电台三台整合组建新机构该机构名为    。出题：新闻记者证核发办公室  A、中国广播电视台  B、中国广播电视总台  C、中央广播电视台  D、中央广播电视总台  "	"D中央广播电视总台"
"  1242、报道新闻不夸大不缩小不歪曲事实不摆布采访报道对象禁止虚构或制造新闻。出题：新闻记者证核发办公室  A、正确  B、错误  "	"A正确"
"  1243、下列各项语句表达中符合新闻语言要求的是    。出题：新闻记者证核发办公室  A、现场响起山呼海啸般的掌声  B、刚刚某某王储被废了  C、罪犯当庭表示上诉  D、群众一致表示赞同  "	"B“刚刚，某某王储被废了”"
"  1244、以下关于技术发展对于新闻业的影响描述中错误的是     。  A、信息技术对于新闻业的影响巨大  B、人工智能将取代记者  C、信息技术可以促使新闻生产效率的提升  D、新闻业对新技术的使用需要严谨的考量  "	"B人工智能将取代记者"
"  1245、广播电视中围绕同一新闻主题从不同侧面、不同角度所作的多次、成组的报道指的是    。出题：新闻记者证核发办公室  A、连续报道  B、系列报道  C、发散式报道  D、现场报道  "	"B系列报道"
"  1246、在对媒介市场进行分析的基础上确定媒介产品的服务对象这些举措指的是新闻媒介的     。  A、受众定位  B、功能定位  C、市场定位  D、广告定位  "	"A受众定位"
"  1247、以下关于算法的表述正确的是     。出题：新闻记者证核发办公室  A、算法一经推出就无法更改  B、算法是机器自主设计的与人类无关  C、要完成某个特定的任务只能通过一种算法来实现  D、算法歧视现象说明算法也可能存在缺陷需要改进和完善  "	"D算法歧视现象说明算法也可能存在缺陷，需要改进和完善"
"  1248、记者对于当场无法拒绝的礼物下列事后处理方式中不当的是     。出题：新闻记者证核发办公室  A、退还给报道对象  B、以自己的名义卖给慈善机构  C、交由所在单位处理  D、自己出钱购买  "	"B以自己的名义卖给慈善机构"
"  1249、媒体刊登或播放学术活动上发表的学术演讲属于合理使用不需征得演讲者的同意。出题：新闻记者证核发办公室  A、正确  B、错误  "	"B错误"
"  1250、在进行健康领域报道时下列做法中错误的是     。  A、涉及自杀的报道不顾及对社会不良的示范效应  B、对某些疾患的报道避免对病人的污名化效果  C、描绘或展示病体及疾患避免刺激受众的感官  D、疾病与医疗领域报道格外尊重病患者的隐私权  "	"A涉及自杀的报道，不顾及对社会不良的示范效应"
"  1251、应当承担民事责任的侵犯著作权行为不包括     。  A、未经著作权人许可发表其作品  B、没有参加创作为谋取个人名利在他人作品上署名  C、未声明禁止转载的情况下未经著作权人许可报刊间转载并支付报酬  D、未经合作作者许可将与他人合作创作的作品当作自己单独创作的作品发表  "	"C未声明禁止转载的情况下，未经著作权人许可，报刊间转载并支付报酬"
"  1252、下列不属于评估消息来源可信度指标的是     。  A、消息来源提供信息的意愿和能力  B、消息来源接近真实信息的距离  C、消息来源是否要求收取采访费用  D、消息来源提供的信息的精细程度  "	"C消息来源是否要求收取采访费用"
"  1253、以下关于我国新闻舆论监督的说法错误的是      。  A、新闻舆论监督必须在中国共产党领导下开展和进行  B、新闻媒体应当对典型案例进行剖析发挥警示作用  D、新闻媒体应当坚持党性和人民性相统一坚持正确导向  D、对于群众提供的舆论监督线索应当立即全部刊播  "	"D新闻媒体应当坚持党性和人民性相统一，坚持正确导向"
"  1254、每张报纸、每本期刊都是一件完整的汇编作品整体著作权归报刊社所有。出题：新闻记者证核发办公室  A、正确  B、错误  "	"A正确"
"  1255、我国媒体最早的互动是    与互联网共同进行的新闻传播活动。出题：新闻记者证核发办公室  A、报纸  B、广播  C、电视  D、网络  "	"A报纸"
"  1256、职务作品的著作权完全由法人或非法人组织享有。出题：新闻记者证核发办公室  A、正确  B、错误  "	"B错误"
"  1257、新闻材料提供者对新闻作品作出重要贡献应作为合作作者分享新闻作品的著作权。出题：新闻记者证核发办公室  A、正确  B、错误  "	"B错误"
"  1258、在刑事案件的新闻报道中可以对肉体痛苦进行详细描写使用刺激性较强的血腥、暴力、恐怖的画面和语言。出题：新闻记者证核发办公室  A、正确  B、错误  "	"B错误"
"  1259、借新闻单位或新闻工作者名义向被报道对象敲诈勒索财物数额较大或多次敲诈勒索的构成敲诈勒索罪。出题：新闻记者证核发办公室  A、正确  B、错误  "	"A正确"
"  1260、国家安全是指国家政权、主权、统一和领土完整、人民福祉、经济社会可持续发展和国家其他重大利益相对处于没有危险和不受内外威胁的状态以及保障持续安全状态的能力。出题：新闻记者证核发办公室  A、正确  B、错误  "	"A正确"
"  1261、国家加强国家安全新闻宣传和舆论引导增强全民国家安全意识。出题：新闻记者证核发办公室  A、正确  B、错误  "	"A正确"
"  1262、保障公民使用网络的权利就是保护用户上传的一切言论均不受阻碍和侵犯。出题：新闻记者证核发办公室  A、正确  B、错误  "	"B错误"
"  1263、在进行财经报道时下列做法中错误的是    。  A、新闻工作者不应谋取和获得任何同报道对象有关的个人利益  B、坚持财经信息传播的真实、准确、全面、客观尊重公众的公共经济权利也尊重经济活动中各方当事人的合法权益  C、严格遵守财经报道的法律规范不得违反证券期货市场公开、公平、公正的信息披露原则  D、编造并传播有关证券期货交易的虚假信息泄露内幕信息  "	"D编造并传播有关证券期货交易的虚假信息，泄露内幕信息"
"  1264、著作权权利人要求删除其认为侵权的内容向网络服务提供者提交的书面通知不必包含     。出题：新闻记者证核发办公室  A、权利人的姓名名称、联系方式和地址  B、要求删除或者断开链接的侵权作品、表演、录音录像制品的名称和网络地址  C、构成侵权的初步证明材料  D、侵权人的姓名名称、联系方式和地址  "	"D侵权人的姓名（名称）、联系方式和地址"
"  1265、在进行绑架事件报道时下列做法中错误的是     。出题：新闻记者证核发办公室  A、不泄露警方部署  B、非经警方允许不进入劫持事件现场不进行现场同步报道  C、自告奋勇与劫持者展开面对面谈判  D、在确保人质安全、不妨害警方部署、不传播恐慌情绪的前提下满足公众的知情权  "	"C自告奋勇与劫持者展开面对面谈判"
"  1266、进行图片报道时关于尊重被拍摄者的人格下列说法中正确的是    。出题：新闻记者证核发办公室  A、未经被拍摄者允许对处于私人场所的个人进行拍摄  B、未经被拍摄者允许刊发处于私人场所的个人私生活照片  C、拍摄遭遇灾难或不幸的人及犯罪受害者时保持同情与谨慎  D、随意发表犯罪嫌疑人的照片  "	"C拍摄遭遇灾难或不幸的人及犯罪受害者时，保持同情与谨慎"
"  1267、关于刑事案件的新闻报道下列说法中错误的是     。  A、媒体在案件宣判前对其进行报道时应加上被指控涉嫌等  B、媒体对正在审理的案件可以发表评论而且评论的内容和范围不受任何限制包括可以评论法官本人  C、媒体可以对公开审理的刑事案件做全程报道  D、一审判决后刑事案件被告人提出上诉或检察院提出抗诉期间媒体应该谨慎报道一审的判决结果注意措辞以免公众误认为这是最后判决结果  "	"B媒体对正在审理的案件可以发表评论，而且评论的内容和范围不受任何限制，包括可以评论法官本人"
"  1268、关于刑事案件采访报道下列做法中错误的是    。出题：新闻记者证核发办公室  A、超越刑事诉讼程序进行预先定罪式的报道和评论  B、根据案件诉讼进程及时、动态、连续跟进报道  C、针对案件事实就事论事  D、判决后根据公开的裁判文书进行报道和评论尊重司法权威  "	"A超越刑事诉讼程序，进行预先定罪式的报道和评论"
"  1269、关于媒体从业人员的证据意识下列说法中错误的是    。  A、收集和保存证据是加强自我保护的重要方面  B、应当保存采访对象提交的原始材料  C、在新闻报道引发的名誉权纠纷诉讼中报道真伪性的举证责任由原告承担因此记者不必收存证据  D、在法律法规允许的范围内采访中可尽量使用录音、录像手段  "	"C在新闻报道引发的名誉权纠纷诉讼中，报道真伪性的举证责任由原告承担，因此记者不必收存证据"
"  1270、关于获取案件信息下列做法中错误的是     。  A、主动出示采访证件表明采访意图尊重司法机关的合理要求  B、在突发案件的现场采访要服从办案人员的指挥  C、对政策性强的敏感案件、社会关注度高的热点案件的采访报道要保持适度克制必要时应征求办案部门的意见  D、以钓鱼等引诱犯罪的方式进行采访以假扮犯罪嫌疑人、窃取或泄露侦查秘密等涉嫌违法犯罪的方式揭露违法犯罪  "	"D以“钓鱼”等引诱犯罪的方式进行采访，以假扮犯罪嫌疑人、窃取或泄露侦查秘密等涉嫌违法犯罪的方式揭露违法犯罪"
"  1271、关于广播电台、电视台播放他人作品下列说法中正确的是    。出题：新闻记者证核发办公室  A、对于未发表的作品应当取得著作权人许可；对于已发表的作品应当取得著作权人许可  B、对于未发表的作品应当取得著作权人许可；对于已发表的作品可以不经著作权人许可  C、对于未发表的作品可以不经著作权人许可；对于已发表的作品应当取得著作权人许可  D、对于未发表的作品可以不经著作权人许可；对于已发表的作品可以不经著作权人许可  "	"B对于未发表的作品，应当取得著作权人许可；对于已发表的作品，可以不经著作权人许可"
"  1272、负责统筹协调网络安全工作和相关监督管理工作的是    。出题：新闻记者证核发办公室  A、国家网信部门  B、国务院公安部门  C、国务院文化部门  D、最高人民检察院  "	"A国家网信部门"
"  1273、新闻记者证每     统一换发一次。出题：新闻记者证核发办公室  A、五年  B、三年  C、十年  D、一年  "	"A五年"
"  1274、下列行为属于著作权法中的创作的是     。  A、为他人创作进行组织工作  B、为他人创作提供咨询意见  C、为他人创作提供物质条件  D、直接产生文学作品的智力活动  "	"D直接产生文学作品的智力活动"
"  1275、新闻传播活动是群体活动下列新闻作品属于合作作品的是     。出题：新闻记者证核发办公室  A、新闻单位总编辑承担政治或事实方面责任的作品  B、经过责任编辑简单修改的作品  C、不同记者站的记者共同策划、采写完成的作品  D、不同记者对同一新闻事实创作的多篇作品  "	"C不同记者站的记者共同策划、采写完成的作品"
"  1276、关于大众媒体的保密责任下列相关说法中错误的是    。  A、报刊、图书、音像制品、电子出版物的编辑、出版、印制、发行应当遵守有关保密规定  B、广播节目、电视节目、电影的制作和播放应当遵守有关保密规定  C、互联网、移动通信网等公共信息网络及其他传媒的信息编辑、发布应当遵守有关保密规定  D、微信朋友圈不属于公开的信息网络可以随意发布国家秘密  "	"D微信朋友圈不属于公开的信息网络，可以随意发布国家秘密"
"  1277、下列行为中属于侵犯著作权的是     。  A、某电视台为了报道油画展览的盛况在电视新闻中播放了展览的油画  B、在未声明不许刊播的情况下某教授在世纪论坛上的演讲词被电台全文报道  C、法院为了查证将记者发表的新闻作品复制了三份  D、某网站未经著作权人同意将某报上蒙文发表的新闻作品翻译成汉文发布在网站上  "	"D某网站未经著作权人同意，将某报上蒙文发表的新闻作品翻译成汉文发布在网站上"
"  1278、依照著作权法规定下列各项中不受著作权法保护的是    。出题：新闻记者证核发办公室  A、时事新闻  B、《新闻学》教材  C、新闻评论  D、《新闻调查》栏目  "	"A时事新闻"
"  1279、新闻网站发现用户在评论区发布了法律、行政法规禁止发布的信息应当采取的措施是     。  A、联系该用户并要求其解释发布信息的理由  B、在新闻网站相应页面发布声明指出该信息不代表该网站观点  C、在评论区发布新评论质疑该用户发布信息的真实性  D、立即停止传输该信息采取消除等处置措施防止信息扩散保存有关记录并向有关主管部门报告  "	"D立即停止传输该信息，采取消除等处置措施，防止信息扩散，保存有关记录，并向有关主管部门报告"
"  1280、关于新闻网站收集、使用个人信息下列说法中正确的是    。  A、应当遵循合法、正当、必要的原则  B、用户使用网站服务即同意其个人信息被收集网站运营者不必专门征求用户同意  C、不必向用户明示收集、使用信息的目的、方式和范围  D、网站运营者可以将用户个人信息出售或向他人提供不必经用户同意  "	"A应当遵循合法、正当、必要的原则"
"  1281、新闻记者因违法活动被吊销新闻记者证的     不得重新申领新闻记者证被追究刑事责任的终身不得申领新闻记者证。出题：新闻记者证核发办公室  A、5年内  B、3年内  C、2年内  D、8年内  "	"A5年内"
"  1282、中华人民共和国公民对于任何国家机关和国家工作人员有提出     的权利。出题：新闻记者证核发办公室  A、表扬和鼓励  B、侮辱和诽谤  C、监督和检查  D、批评和建议  "	"D批评和建议"
"  1283、党性寓于人民性之中人民性体现在党性之中。       A、正确  B、错误  "	"A正确"
"  1284、广播电视新闻及同类专题、专栏等节目只能由广播电视播出机构制作。  A、社会  B、民生  C、时政  "	"C时政"
"  1285、善于把党的政策变为群众的行动善于汇聚党心民意的合力正是宣传思想工作的职责所在、使命所系。这个说法是    。  A、正确  B、错误  "	"A正确"
"  1286、新闻报道要讲导向副刊、专题节目、广告宣传则可以随意一点。这个说法是     。  A、正确  B、错误  "	"B错误"
"  1287、没有网络安全就没有国家安全；过不了互联网这一关就过不了长期执政这一关。这个说法是     。  A、正确  B、错误  "	"A正确"
"  1288、各级领导干部要增强同媒体打交道的能力不断提高治国理政能力和水平。这个说法是     。  A、正确  B、错误  "	"A正确"
"  1289、要根据事实来描述事实既准确报道个别事实又从宏观上把握和反映事件或事物的全貌。这个说法是     。  A、正确  B、错误  "	"A正确"
"  1290、党的新闻舆论工作要推动融合发展主动借助新媒体传播优势。这个说法是    。  A、正确  B、错误  "	"A正确"
"  1291、网络空间应该成为我们党凝聚共识的新空间。这个说法是     。  A、正确  B、错误  "	"A正确"
"  1292、人在哪儿宣传思想工作的重点就在哪儿。这个说法是     。  A、正确  B、错误  "	"A正确"
"  1293、中国特色社会主义进入新时代必须把统一思想、凝聚力量作为宣传思想工作的中心环节。这个说法是     。  A、正确  B、错误  "	"A正确"
"  1294、无论什么形式的媒体无论网上还是网下无论大屏还是小屏都没有法外之地、舆论飞地。这个说法是     。  A、正确  B、错误  "	"A正确"
"  1295、网络的本质在于互联信息的价值在于互通。这个说法是      。  A、正确  B、错误  "	"A正确"
"  1296、2018年6月28日国务院新闻办公室发表《中国与世界贸易组织》白皮书。这是中国首次就这一问题发表白皮书。      A、正确  B、错误  "	"A正确"
"  1297、坚持党对军队绝对领导是我军加强党的领导和党的建设工作的首要任务。       A、正确  B、错误  "	"A正确"
"  1298、文化文艺工作者要走进实践深处观照人民生活表达人民心声用心用情用功抒写人民、描绘人民、歌唱人民。       A、正确  B、错误  "	"A正确"
"  1299、建设世界科技强国并非一片坦途靠创新才能抢占先机。       A、正确  B、错误  "	"A正确"
"  1300、没有哪个国家能够独自应对人类面临的各种挑战也没有哪个国家能够退回到自我封闭的孤岛。      A、正确  B、错误  "	"A正确"
"  1301、要引导广大文化文艺工作者深入生活、扎根人民把提高质量作为文艺作品的生命线用心用情用功抒写伟大时代。      A、正确  B、错误  "	"A正确"
"  1302、稳中求进是当前和今后一个时期党和国家工作总基调。我们做工作就要以稳求进、以进固稳经济发展是这样社会发展也是这样。      A、正确  B、错误  "	"A正确"
"  1303、2018年7月26日国家主席习近平出席金砖国家领导人第十次会晤强调金砖国家要深化战略伙伴关系让第二个金色十年的美好愿景变为现实。      A、正确  B、错误  "	"A正确"
"  1304、丰硕的成果表明一带一路""倡议顺应时代潮流适应发展规律符合各国人民利益具有广阔前景。      A、正确  B、错误  "	"A正确"
"  1305、2018年11月5日首届中国国际进口博览会在上海开幕。国家主席习近平出席开幕式并发表题为《共建创新包容的开放型世界经济》的主旨演讲指出中国已经进一步精简了外商投资准入负面清单减少投资限制提升投资自由化水平。  A、正确  B、错误  "	"A正确"
"  1306、反全球化的呼声反映了经济全球化进程的不足值得我们重视和深思。     A、正确  B、错误  "	"A正确"
"  1307、当前我国正处于实现""两个一百年""奋斗目标的历史交汇期坚持和发展中国特色社会主义更加需要依靠法治更加需要加强党对全面依法治国的领导。  A、正确  B、错误  "	"A正确"
"  1308、2018年9月国家主席习近平在中非合作论坛北京峰会上指出青年是中非关系的希望所在。      A、正确  B、错误  "	"A正确"
"  1309、全面贯彻落实总体国家安全观必须坚持统筹发展和安全两件大事既要善于运用发展成果夯实国家安全的实力基础又要善于塑造有利于经济社会发展的安全环境。      A、正确  B、错误  "	"A正确"
"  1310、2018年11月2日习近平总书记在中南海同全国妇联新一届领导班子成员集体谈话时指出妇联要承担好代表和维护妇女权益、促进男女平等和妇女全面发展的重要任务。      A、正确  B、错误  "	"A正确"
"  1311、互联网虽然是无形的但运用互联网的人们都是有形的互联网是人类的共同家园。让这个家园更美丽、更干净、更安全是国际社会的共同责任。      A、正确  B、错误  "	"A正确"
"  1312、脱贫攻坚期内贫困地区乡村振兴主要任务是脱贫攻坚。       A、正确  B、错误  "	"A正确"
"  1313、公有制为主体、多种所有制经济共同发展的基本经济制度是中国特色社会主义制度的重要组成部分也是完善社会主义市场经济体制的必然要求。      A、正确  B、错误  "	"A正确"
"  1314、2017年7月1日国家主席习近平在庆祝香港回归祖国20周年大会暨香港特别行政区第五届政府就职典礼上强调始终准确把握＂一国和两制的关系。一国＂是根根深才能叶茂；一国是本本固才能枝荣。  A、正确  B、错误  "	"A正确"
"  1315、要发挥＂上海合作组织一阿富汘联络组作用促进阿富汘和平重建进程。       A、正确  B、错误  "	"A正确"
"  1316、建设现代化经济体系是我国发展的战略目标也是转变经济发展方式、优化经济结构、转换经济增长动力的迫切要求。      A、正确  B、错误  "	"A正确"
"  1317、建设现代化经济体系事关我们能否引领世界科技革命和产业变革潮流、贏得国际竞争的主动事关我们能否顺利实现＂两个一百年＂奋斗目标。     A、正确  B、错误  "	"A正确"
"  1318、上海合作组织是世界上幅员最广、人口最多的综合性区域合作组织成员国的经济和人口总量分别约占全球的20％和40％。      A、正确  B、错误  "	"A正确"
"  1319、当前改革发展稳定任务之重、矛盾风险挑战之多、治国理政考验之大都是前所未有的。      A、正确  B、错误  "	"A正确"
"  1320、党中央把军民融合发展上升为国家战略从党和国家事业发展全局出发进行总体设计组织管理体系基本形成战略规划引领不断强化重点改革扎实推进法治建设步伐加快军民融合发展  呈现整体推进、加速发展的良好势头。      A、正确  B、错误  "	"A正确"
"  1321、办好农村的事情实现乡村振兴基层党组织必须坚强党员队伍必须过硬。      A、正确  B、错误  "	"A正确"
"  1322、中国共产党领导的多党合作和政治协商制度是我国的一顶基本政治制度。坚持中国共产党的领导不是不要民主了而是要形成更广泛、更有效的民主。       A、正确  B、错误  "	"A正确"
"  1323、中国对他国的援助不是单方面给予和简单的输血式援助而是授人以渔。       A、正确  B、错误  "	"A正确"
"  1324、理想信念是中国共产党人的政治灵魂。      A、正确  B、错误  "	"A正确"
"  1325、发展不平衡是当今世界最大的不平衡。        A、正确  B、错误  "	"A正确"
"  1326、爱国主义是中华民族精神的核心。中国特色社会主义进入新时代必须大力弘扬爱国主义精神把爱国主义教育贯穿国民教育和精神文明建设全过程。      A、正确  B、错误  "	"A正确"
"  1327、黄河流域生态保护和高质量发展同京津冀协同发展、长江经济带发展、粤港澳大湾区建设、长三角一体化发展一样是重大国家战略。      A、正确  B、错误  "	"A正确"
"  1328、坚持依法治国首先要坚持依宪治国坚持依法执政首先要坚持依宪执政。      A、正确  B、错误  "	"A正确"
"  1329、中国国际进口博览会是迄今为止世界上第一个以进口为主题的国家级展会是国际贸易发展史上一大创举。        A、正确  B、错误  "	"A正确"
"  1330、不能用改革开放后的历史时期否定改革开放前的历史时期也不能用改革开放前的历史时期否定改革开放后的历史时期。      A、正确  B、错误  "	"A正确"
"  1331、网络信息是跨国界流动的信息掌握的多寡成为国家软实力和竞争力的重要标志。这个说法是    。  A、正确  B、错误  "	"A正确"
"  1332、善于运用网络了解民意、开展工作通过网络走群众路线是对高级领导干部的能力要求基层领导干部无须掌握。这个说法是    。  A、正确  B、错误  "	"B错误"
"  1333、新闻舆论机构领导者要具备政治家办报意识一般新闻與论工作者的这种意识可有可无。这个说法是    。  A、正确  B、错误  "	"B错误"
"  1334、坚持正面宣传为主才能真实反映我们社会的面貌反映社会积极向上的本质。这个说法是     。  A、正确  B、错误  "	"A正确"
"  1335、要让党的创新理论飞入寻常百姓家需要加强传播手段和话语方式创新。这个说法是     。  A、正确  B、错误  "	"A正确"
"  1336、从事新闻舆论工作理当揭露丑恶、针砭时弊但也须注重总体平衡把握好與论监督与正面宣传的统一。这个说法是    。  A、正确  B、错误  "	"A正确"
"  1337、当摄像机逐渐远离被摄主体或变动镜头焦距使画框由近而远与主体脱离的一种拍摄方法被称为      。  A、推镜头  B、拉镜头  C、摇镜头  D、移动镜头  "	"B拉镜头"
"  1338、关于新闻事实表述不正确的是     。  A、新闻事实是事实的一种  B、新闻事实是新近或正在发生、发现的事实  C、新闻事实是合乎新闻传播要求的事实  D、新闻事实是有戏剧性的事实  "	"D新闻事实是有戏剧性的事实"
"  1339、山重水复疑无路柳暗花明又一村是宋代诗人 的诗句。出题：南开大学文学院  A、苏轼  B、陆游  C、杨万里  D、范成大  "	"B陆游"
"  1340、2016年9月3日总书记在二十国集团工商峰会开幕式上的主旨演讲指出共同构建绿色低碳的全球能源治理格局推动全球绿色发展合作；共同构建包容联动的全球发展治理格局以落实联合国可持续发展议程为目标共同增进全人类福祉!  A、2020年  B、2030年  C、2035年  "	"B2030年"
"  1341、每年春运机场、车站等公共交通枢纽都会迎来大规模客流这时应格外注意防止随身物品丢失以下做法错误的是    。出题：国家应急广播  A、将背包背在身上或将背带跨过手腕确保包不离身  B、如果必须将包放在地上可以用脚穿过背带  C、在候车厅看手机或睡觉时可把背包搁在身旁  D、购物付款时不要将背包随手放在支付柜台上  "	"C在候车厅看手机或睡觉时，可把背包搁在身旁"
"  1342、儿童乘扶梯时家长应认真看护。下列说法错误的是    。出题：国家应急广播  A、孩子和成人应站在同一梯级或让孩子站在成人的前一级梯级  B、如果孩子太小站立不稳家长应一手抱着孩子一手握紧扶手  C、家长应提醒儿童不要跑上跑下、逆行、攀爬、倚靠扶梯  D、家长应提醒儿童不要随便触碰红色紧急制动按钮  "	"B如果孩子太小，站立不稳，家长应一手抱着孩子，一手握紧扶手"
"  1343、发生燃气泄漏事故时下列做法中错误的是    。出题：国家应急广播  A、立即关闭燃气阀门阻断气源  B、迅速打开门窗通风换气  C、在燃气泄漏现场打电话报警  D、尽快离开泄漏现场  "	"C在燃气泄漏现场打电话报警"
"  1344、螨虫易在高温潮湿的环境中繁殖是可以用肉眼识别的这种说法是    。出题：国家应急广播  A、正确  B、错误  "	"B错误"
"  1345、使用冰箱冷冻室要注意    不能放进冰箱冷冻室否则可能发生爆裂事故存在一定安全隐患。出题：国家应急广播  A、易拉罐装的碳酸饮料  B、矿泉水  C、核桃  D、苹果  "	"A易拉罐装的碳酸饮料"
"  1346、《中华人民共和国社会保险法》第三十五条规定用人单位应当按照   根据社会保险经办机构确定的费率缴纳工伤保险费。出题：人力资源和社会保障部  A、城镇居民人均可支配收入  B、本单位职工工资总额  C、本单位职工人均工资  D、当地职工平均工资  "	"B本单位职工工资总额"
"  1347、根据《人力资源社会保障部关于支持和鼓励事业单位专业技术人员创新创业的指导意见》应当依法为离岗创业人员缴纳工伤保险费用的是   。出题：人力资源和社会保障部  A、离岗单位  B、创业企业或所工作企业  "	"B创业企业或所工作企业"
"  1348、《中华人民共和国社会保险法》第九条规定    依法维护职工的合法权益有权参与社会保险重大事项的研究参加社会保险监督委员会对与职工社会保险权益有关的事项进行监督。出题：人力资源和社会保障部  A、行政部门  B、人事部门  C、工会  "	"C工会"
"  1349、《中华人民共和国社会保险法》第五十二条规定职工跨统筹地区就业的其失业保险关系随本人转移缴费年限   。出题：人力资源和社会保障部  A、中止计算  B、分段计算  C、累计计算  D、重新计算  "	"C累计计算"
"  1350、《中华人民共和国社会保险法》第十四条规定养老保险个人账户不得提前支取记账利率不得低于银行定期存款利率免征利息税。个人死亡的个人账户余额     。出题：人力资源和社会保障部  A、纳入养老保险基金  B、可以继承  C、自动归零  "	"B可以继承"
"  1351、《国务院关于推行终身职业技能培训制度的意见》第十一条提出健全以职业能力为导向、以工作业绩为重点、注重工匠精神培育和职业道德养成的    体系。出题：人力资源和社会保障部  A、职业技能竞赛  B、职业技能等级  C、技能人才评价  "	"C技能人才评价"
"  1352、《事业单位人事管理条例》第二十条规定事业单位应当根据聘用合同规定的岗位职责任务全面考核工作人员的表现重点考核    。出题：人力资源和社会保障部  A、道德品质  B、工作态度  C、工作绩效  "	"C工作绩效"
"  1353、《国务院关于推行终身职业技能培训制度的意见》第十三条提出支持劳动者凭   提升待遇建立健全技能人才培养、评价、使用、待遇相统一的激励机制。出题：人力资源和社会保障部  A、经验  B、技能  "	"B技能"
"  1354、毛泽东诗词雄关漫道真如铁而今迈步从头越中的雄关是指   。出题：央视《中国地名大会》节目组  A、山海关  B、娄山关  C、嘉峪关  D、居庸关  "	"B娄山关"
"  1355、文房四宝中徽墨、歙she砚的主产地歙县在    省。出题：央视《中国地名大会》节目组  A、浙江  B、河南  C、安徽  D、广东  "	"C安徽"
"  1356、朝辞白帝彩云间中提到的白帝城位于    市奉节县。出题：央视《中国地名大会》节目组  A、南京  B、成都  C、洛阳  D、重庆  "	"D重庆"
